movie_title,genres,director_name,actor_1_name,actor_2_name,actor_3_name,movie_feature
final destination 2,Horror Thriller,David R. Ellis,Sarah Carter,Michael Landes,Keegan Connor Tracy,Sarah Carter Michael Landes Keegan Connor Tracy David R. Ellis Horror Thriller
"o brother, where art thou?",Adventure Comedy Crime Music,Joel Coen,Holly Hunter,Tim Blake Nelson,Daniel von Bargen,Holly Hunter Tim Blake Nelson Daniel von Bargen Joel Coen Adventure Comedy Crime Music
legion,Action Fantasy Horror,Scott Stewart,Dennis Quaid,Kate Walsh,Charles S. Dutton,Dennis Quaid Kate Walsh Charles S. Dutton Scott Stewart Action Fantasy Horror
pain & gain,Comedy Crime Drama,Michael Bay,Dwayne Johnson,Larry Hankin,Michael Rispoli,Dwayne Johnson Larry Hankin Michael Rispoli Michael Bay Comedy Crime Drama
in good company,Comedy Drama Romance,Paul Weitz,Scarlett Johansson,Ty Burrell,Dennis Quaid,Scarlett Johansson Ty Burrell Dennis Quaid Paul Weitz Comedy Drama Romance
clockstoppers,Action Adventure Comedy Sci-Fi Thriller,Jonathan Frakes,Michael Biehn,Paula Garcés,Jason George,Michael Biehn Paula Garcés Jason George Jonathan Frakes Action Adventure Comedy Sci-Fi Thriller
silverado,Action Crime Drama Western,Lawrence Kasdan,Scott Glenn,Todd Allen,Brad Leland,Scott Glenn Todd Allen Brad Leland Lawrence Kasdan Action Crime Drama Western
agent cody banks 2: destination london,Action Adventure Comedy Family Romance Sci-Fi,Kevin Allen,Daniel Roebuck,Frankie Muniz,David Kelly,Daniel Roebuck Frankie Muniz David Kelly Kevin Allen Action Adventure Comedy Family Romance Sci-Fi
new year's eve,Comedy Romance,Garry Marshall,Robert De Niro,Common,Seth Meyers,Robert De Niro Common Seth Meyers Garry Marshall Comedy Romance
original sin,Drama Mystery Romance Thriller,Michael Cristofer,Angelina Jolie Pitt,Gregory Itzin,Jack Thompson,Angelina Jolie Pitt Gregory Itzin Jack Thompson Michael Cristofer Drama Mystery Romance Thriller
the raven,Crime Mystery Thriller,James McTeigue,Pam Ferris,Dave Legeno,Kevin McNally,Pam Ferris Dave Legeno Kevin McNally James McTeigue Crime Mystery Thriller
welcome to mooseport,Comedy Romance,Donald Petrie,Rip Torn,Ray Romano,Maura Tierney,Rip Torn Ray Romano Maura Tierney Donald Petrie Comedy Romance
highlander: the final dimension,Action Fantasy Romance Sci-Fi,Andrew Morahan,Christopher Lambert,Mako,Mario Van Peebles,Christopher Lambert Mako Mario Van Peebles Andrew Morahan Action Fantasy Romance Sci-Fi
blood and wine,Crime Drama Thriller,Bob Rafelson,Harold Perrineau,Mike Starr,Judy Davis,Harold Perrineau Mike Starr Judy Davis Bob Rafelson Crime Drama Thriller
snow white: a tale of terror,Fantasy Horror,Michael Cohn,David Conrad,Chris Bauer,Monica Keena,David Conrad Chris Bauer Monica Keena Michael Cohn Fantasy Horror
the curse of the jade scorpion,Comedy Crime Mystery Romance,Woody Allen,Woody Allen,Elizabeth Berkley,Peter Gerety,Woody Allen Elizabeth Berkley Peter Gerety Woody Allen Comedy Crime Mystery Romance
accidental love,Comedy Romance,David O. Russell,Jake Gyllenhaal,Kirstie Alley,Beverly D'Angelo,Jake Gyllenhaal Kirstie Alley Beverly D'Angelo David O. Russell Comedy Romance
flipper,Adventure Family,Alan Shapiro,Paul Hogan,Chelsea Field,Jessica Wesson,Paul Hogan Chelsea Field Jessica Wesson Alan Shapiro Adventure Family
self/less,Action Mystery Sci-Fi Thriller,Tarsem Singh,Ryan Reynolds,Derek Luke,Sandra Ellis Lafferty,Ryan Reynolds Derek Luke Sandra Ellis Lafferty Tarsem Singh Action Mystery Sci-Fi Thriller
the constant gardener,Drama Mystery Romance Thriller,Fernando Meirelles,Archie Panjabi,Danny Huston,Donald Sumpter,Archie Panjabi Danny Huston Donald Sumpter Fernando Meirelles Drama Mystery Romance Thriller
the passion of the christ,Drama,Mel Gibson,Christo Jivkov,Maia Morgenstern,Hristo Shopov,Christo Jivkov Maia Morgenstern Hristo Shopov Mel Gibson Drama
mrs. doubtfire,Comedy Drama Family Romance,Chris Columbus,Robin Williams,Mara Wilson,Matthew Lawrence,Robin Williams Mara Wilson Matthew Lawrence Chris Columbus Comedy Drama Family Romance
rain man,Drama,Barry Levinson,Tom Cruise,Valeria Golino,Beth Grant,Tom Cruise Valeria Golino Beth Grant Barry Levinson Drama
gran torino,Drama,Clint Eastwood,Clint Eastwood,Dreama Walker,Ahney Her,Clint Eastwood Dreama Walker Ahney Her Clint Eastwood Drama
w.,Biography Drama History,Oliver Stone,Toby Jones,Scott Glenn,Bruce McGill,Toby Jones Scott Glenn Bruce McGill Oliver Stone Biography Drama History
taken,Action Thriller,Pierre Morel,Liam Neeson,Holly Valance,Xander Berkeley,Liam Neeson Holly Valance Xander Berkeley Pierre Morel Action Thriller
the best of me,Drama Romance,Michael Hoffman,Luke Bracey,Gerald McRaney,Clarke Peters,Luke Bracey Gerald McRaney Clarke Peters Michael Hoffman Drama Romance
the bodyguard,Action Drama Music Romance,Mick Jackson,Bill Cobbs,Mike Starr,DeVaughn Nixon,Bill Cobbs Mike Starr DeVaughn Nixon Mick Jackson Action Drama Music Romance
schindler's list,Biography Drama History,Steven Spielberg,Liam Neeson,Embeth Davidtz,Caroline Goodall,Liam Neeson Embeth Davidtz Caroline Goodall Steven Spielberg Biography Drama History
the help,Drama,Tate Taylor,Emma Stone,Bryce Dallas Howard,Mike Vogel,Emma Stone Bryce Dallas Howard Mike Vogel Tate Taylor Drama
the fifth estate,Biography Drama Thriller,Bill Condon,Benedict Cumberbatch,Peter Capaldi,Jamie Blackley,Benedict Cumberbatch Peter Capaldi Jamie Blackley Bill Condon Biography Drama Thriller
scooby-doo 2: monsters unleashed,Adventure Comedy Family Fantasy Horror Mystery,Raja Gosnell,Sarah Michelle Gellar,Linda Cardellini,Tim Blake Nelson,Sarah Michelle Gellar Linda Cardellini Tim Blake Nelson Raja Gosnell Adventure Comedy Family Fantasy Horror Mystery
viy,Adventure Fantasy Mystery Thriller,Oleg Stepchenko,Jason Flemyng,Igor Jijikine,Agnia Ditkovskite,Jason Flemyng Igor Jijikine Agnia Ditkovskite Oleg Stepchenko Adventure Fantasy Mystery Thriller
freddy vs. jason,Action Horror Thriller,Ronny Yu,Katharine Isabelle,Jason Ritter,Zack Ward,Katharine Isabelle Jason Ritter Zack Ward Ronny Yu Action Horror Thriller
the face of an angel,Drama,Michael Winterbottom,Cara Delevingne,Ava Acres,Sara Stewart,Cara Delevingne Ava Acres Sara Stewart Michael Winterbottom Drama
jimmy neutron: boy genius,Action Adventure Animation Comedy Family Sci-Fi,John A. Davis,Martin Short,Rob Paulsen,Andrea Martin,Martin Short Rob Paulsen Andrea Martin John A. Davis Action Adventure Animation Comedy Family Sci-Fi
cloverfield,Action Adventure Horror Sci-Fi,Matt Reeves,Mike Vogel,Ben Feldman,Liza Lapira,Mike Vogel Ben Feldman Liza Lapira Matt Reeves Action Adventure Horror Sci-Fi
teenage mutant ninja turtles ii: the secret of the ooze,Action Adventure Comedy Family Sci-Fi,Michael Pressman,Kevin Nash,Paige Turco,Ernie Reyes Jr.,Kevin Nash Paige Turco Ernie Reyes Jr. Michael Pressman Action Adventure Comedy Family Sci-Fi
the untouchables,Crime Drama Thriller,Brian De Palma,Robert De Niro,Billy Drago,Charles Martin Smith,Robert De Niro Billy Drago Charles Martin Smith Brian De Palma Crime Drama Thriller
no country for old men,Crime Drama Thriller,Ethan Coen,Kelly Macdonald,Stephen Root,Barry Corbin,Kelly Macdonald Stephen Root Barry Corbin Ethan Coen Crime Drama Thriller
ride along,Action Comedy Crime Romance,Tim Story,Bruce McGill,Tika Sumpter,Bryan Callen,Bruce McGill Tika Sumpter Bryan Callen Tim Story Action Comedy Crime Romance
bridget jones's diary,Comedy Drama Romance,Sharon Maguire,Colin Firth,Jim Broadbent,Shirley Henderson,Colin Firth Jim Broadbent Shirley Henderson Sharon Maguire Comedy Drama Romance
chocolat,Drama Romance,Lasse Hallström,Lena Olin,Leslie Caron,Hugh O'Conor,Lena Olin Leslie Caron Hugh O'Conor Lasse Hallström Drama Romance
"legally blonde 2: red, white & blonde",Comedy,Charles Herman-Wurmfeld,Mary Lynn Rajskub,Bruce McGill,Bob Newhart,Mary Lynn Rajskub Bruce McGill Bob Newhart Charles Herman-Wurmfeld Comedy
parental guidance,Comedy Family,Andy Fickman,Bailee Madison,Gedde Watanabe,Tom Everett Scott,Bailee Madison Gedde Watanabe Tom Everett Scott Andy Fickman Comedy Family
no strings attached,Comedy Romance,Ivan Reitman,Natalie Portman,Greta Gerwig,Mindy Kaling,Natalie Portman Greta Gerwig Mindy Kaling Ivan Reitman Comedy Romance
tombstone,Action Biography Drama History Romance Western,George P. Cosmatos,Michael Biehn,Dana Delany,Powers Boothe,Michael Biehn Dana Delany Powers Boothe George P. Cosmatos Action Biography Drama History Romance Western
romeo must die,Action Crime Thriller,Andrzej Bartkowiak,Jet Li,Delroy Lindo,Aaliyah,Jet Li Delroy Lindo Aaliyah Andrzej Bartkowiak Action Crime Thriller
final destination 3,Horror,James Wong,Chelan Simmons,Gina Holden,Crystal Lowe,Chelan Simmons Gina Holden Crystal Lowe James Wong Horror
the lucky one,Drama Romance,Scott Hicks,Blythe Danner,Riley Thomas Stewart,Jay R. Ferguson,Blythe Danner Riley Thomas Stewart Jay R. Ferguson Scott Hicks Drama Romance
bridge to terabithia,Adventure Drama Family Fantasy,Gabor Csupo,Josh Hutcherson,Zooey Deschanel,Bailee Madison,Josh Hutcherson Zooey Deschanel Bailee Madison Gabor Csupo Adventure Drama Family Fantasy
finding neverland,Biography Drama Family,Marc Forster,Johnny Depp,Kate Winslet,Kelly Macdonald,Johnny Depp Kate Winslet Kelly Macdonald Marc Forster Biography Drama Family
a madea christmas,Comedy Drama,Tyler Perry,Alicia Witt,Tika Sumpter,Larry the Cable Guy,Alicia Witt Tika Sumpter Larry the Cable Guy Tyler Perry Comedy Drama
the grey,Action Adventure Drama Thriller,Joe Carnahan,Liam Neeson,Frank Grillo,James Badge Dale,Liam Neeson Frank Grillo James Badge Dale Joe Carnahan Action Adventure Drama Thriller
hide and seek,Drama Horror Mystery Thriller,John Polson,Robert De Niro,Dylan Baker,Robert John Burke,Robert De Niro Dylan Baker Robert John Burke John Polson Drama Horror Mystery Thriller
anchorman: the legend of ron burgundy,Comedy,Adam McKay,Darcy Donavan,Will Ferrell,Steve Carell,Darcy Donavan Will Ferrell Steve Carell Adam McKay Comedy
goodfellas,Biography Crime Drama,Martin Scorsese,Robert De Niro,Mike Starr,Paul Sorvino,Robert De Niro Mike Starr Paul Sorvino Martin Scorsese Biography Crime Drama
agent cody banks,Action Adventure Comedy Crime Family Romance Thriller,Harald Zwart,Daniel Roebuck,Frankie Muniz,Chris Gauthier,Daniel Roebuck Frankie Muniz Chris Gauthier Harald Zwart Action Adventure Comedy Crime Family Romance Thriller
nanny mcphee,Comedy Family Fantasy,Kirk Jones,Colin Firth,Kelly Macdonald,Imelda Staunton,Colin Firth Kelly Macdonald Imelda Staunton Kirk Jones Comedy Family Fantasy
scarface,Crime Drama,Brian De Palma,Al Pacino,F. Murray Abraham,Mary Elizabeth Mastrantonio,Al Pacino F. Murray Abraham Mary Elizabeth Mastrantonio Brian De Palma Crime Drama
nothing to lose,Action Adventure Comedy Crime,Steve Oedekerk,Kelly Preston,Michael McKean,Rebecca Gayheart,Kelly Preston Michael McKean Rebecca Gayheart Steve Oedekerk Action Adventure Comedy Crime
the last emperor,Biography Drama History,Bernardo Bertolucci,Cary-Hiroyuki Tagawa,Joan Chen,Victor Wong,Cary-Hiroyuki Tagawa Joan Chen Victor Wong Bernardo Bertolucci Biography Drama History
contraband,Action Crime Drama Thriller,Baltasar Kormákur,J.K. Simmons,David O'Hara,Lukas Haas,J.K. Simmons David O'Hara Lukas Haas Baltasar Kormákur Action Crime Drama Thriller
money talks,Action Comedy Crime Thriller,Brett Ratner,Heather Locklear,Paul Sorvino,Faizon Love,Heather Locklear Paul Sorvino Faizon Love Brett Ratner Action Comedy Crime Thriller
there will be blood,Drama,Paul Thomas Anderson,Jim Meskimen,Paul F. Tompkins,Kevin Breznahan,Jim Meskimen Paul F. Tompkins Kevin Breznahan Paul Thomas Anderson Drama
the wild thornberrys movie,Adventure Animation Comedy Family Fantasy,Cathy Malkasian,Alfre Woodard,Flea,Cree Summer,Alfre Woodard Flea Cree Summer Cathy Malkasian Adventure Animation Comedy Family Fantasy
rugrats go wild,Adventure Animation Comedy Family Fantasy Musical,John Eng,Elizabeth Daily,Cree Summer,Nancy Cartwright,Elizabeth Daily Cree Summer Nancy Cartwright John Eng Adventure Animation Comedy Family Fantasy Musical
undercover brother,Action Comedy,Malcolm D. Lee,Dave Chappelle,Eddie Griffin,Chi McBride,Dave Chappelle Eddie Griffin Chi McBride Malcolm D. Lee Action Comedy
the sisterhood of the traveling pants,Comedy Drama Family Romance,Ken Kwapis,Mike Vogel,America Ferrera,Kyle Schmid,Mike Vogel America Ferrera Kyle Schmid Ken Kwapis Comedy Drama Family Romance
kiss of the dragon,Action Crime Drama Thriller,Chris Nahon,Jet Li,Bridget Fonda,Max Ryan,Jet Li Bridget Fonda Max Ryan Chris Nahon Action Crime Drama Thriller
the house bunny,Comedy Romance,Fred Wolf,Emma Stone,Katharine McPhee,Beverly D'Angelo,Emma Stone Katharine McPhee Beverly D'Angelo Fred Wolf Comedy Romance
beauty shop,Comedy,Bille Woodruff,Alfre Woodard,Keshia Knight Pulliam,LisaRaye McCoy,Alfre Woodard Keshia Knight Pulliam LisaRaye McCoy Bille Woodruff Comedy
million dollar arm,Biography Drama Sport,Craig Gillespie,Jon Hamm,Suraj Sharma,Gregory Alan Williams,Jon Hamm Suraj Sharma Gregory Alan Williams Craig Gillespie Biography Drama Sport
the giver,Drama Romance Sci-Fi,Phillip Noyce,Jeff Bridges,Meryl Streep,Alexander Skarsgård,Jeff Bridges Meryl Streep Alexander Skarsgård Phillip Noyce Drama Romance Sci-Fi
what a girl wants,Comedy Drama Family Romance,Dennie Gordon,Colin Firth,Oliver James,Kelly Preston,Colin Firth Oliver James Kelly Preston Dennie Gordon Comedy Drama Family Romance
jeepers creepers ii,Horror,Victor Salva,Nicki Aycox,Jonathan Breck,Billy Aaron Brown,Nicki Aycox Jonathan Breck Billy Aaron Brown Victor Salva Horror
good luck chuck,Comedy Romance,Mark Helfrich,Dane Cook,Dan Fogler,Chelan Simmons,Dane Cook Dan Fogler Chelan Simmons Mark Helfrich Comedy Romance
cradle 2 the grave,Action Crime Drama Thriller,Andrzej Bartkowiak,Jet Li,Tom Arnold,DMX,Jet Li Tom Arnold DMX Andrzej Bartkowiak Action Crime Drama Thriller
the hours,Drama Romance,Stephen Daldry,Meryl Streep,Stephen Dillane,Miranda Richardson,Meryl Streep Stephen Dillane Miranda Richardson Stephen Daldry Drama Romance
she's the man,Comedy Romance,Andy Fickman,Channing Tatum,Alexandra Breckenridge,Laura Ramsey,Channing Tatum Alexandra Breckenridge Laura Ramsey Andy Fickman Comedy Romance
mr. bean's holiday,Comedy Family,Steve Bendelack,Lily Atkinson,Emma de Caunes,Steve Pemberton,Lily Atkinson Emma de Caunes Steve Pemberton Steve Bendelack Comedy Family
anacondas: the hunt for the blood orchid,Action Adventure Horror Thriller,Dwight H. Little,Nicholas Gonzalez,Salli Richardson-Whitfield,Johnny Messner,Nicholas Gonzalez Salli Richardson-Whitfield Johnny Messner Dwight H. Little Action Adventure Horror Thriller
blood ties,Crime Drama Thriller,Guillaume Canet,Mila Kunis,Lili Taylor,Billy Crudup,Mila Kunis Lili Taylor Billy Crudup Guillaume Canet Crime Drama Thriller
august rush,Drama Music,Kirsten Sheridan,Robin Williams,Aaron Staton,Marian Seldes,Robin Williams Aaron Staton Marian Seldes Kirsten Sheridan Drama Music
elizabeth,Biography Drama History,Shekhar Kapur,Fanny Ardant,John Gielgud,Eric Cantona,Fanny Ardant John Gielgud Eric Cantona Shekhar Kapur Biography Drama History
bride of chucky,Comedy Fantasy Horror Romance,Ronny Yu,Alexis Arquette,Park Bench,Vince Corazza,Alexis Arquette Park Bench Vince Corazza Ronny Yu Comedy Fantasy Horror Romance
tora! tora! tora!,Action Drama History War,Richard Fleischer,Joseph Cotten,Richard Anderson,James Whitmore,Joseph Cotten Richard Anderson James Whitmore Richard Fleischer Action Drama History War
spice world,Comedy Family Music,Bob Spiers,Jason Flemyng,Richard Briers,Victoria Beckham,Jason Flemyng Richard Briers Victoria Beckham Bob Spiers Comedy Family Music
the sitter,Comedy,David Gordon Green,Ari Graynor,J.B. Smoove,Kylie Bunbury,Ari Graynor J.B. Smoove Kylie Bunbury David Gordon Green Comedy
dance flick,Action Comedy Music,Damien Dante Wayans,Damon Wayans Jr.,Essence Atkins,Chris Elliott,Damon Wayans Jr. Essence Atkins Chris Elliott Damien Dante Wayans Action Comedy Music
the shawshank redemption,Crime Drama,Frank Darabont,Morgan Freeman,Jeffrey DeMunn,Bob Gunton,Morgan Freeman Jeffrey DeMunn Bob Gunton Frank Darabont Crime Drama
crocodile dundee in los angeles,Adventure Comedy Crime,Simon Wincer,Jere Burns,Paul Hogan,Linda Kozlowski,Jere Burns Paul Hogan Linda Kozlowski Simon Wincer Adventure Comedy Crime
kingpin,Comedy Sport,Bobby Farrelly,Bill Murray,Lin Shaye,Richard Tyson,Bill Murray Lin Shaye Richard Tyson Bobby Farrelly Comedy Sport
august: osage county,Drama,John Wells,Benedict Cumberbatch,Meryl Streep,Julia Roberts,Benedict Cumberbatch Meryl Streep Julia Roberts John Wells Drama
ice princess,Comedy Drama Family Sport,Tim Fywell,Connie Ray,Trevor Blumas,Amy Stewart,Connie Ray Trevor Blumas Amy Stewart Tim Fywell Comedy Drama Family Sport
a lot like love,Comedy Drama Romance,Nigel Cole,Aimee Garcia,Tyrone Giordano,James Read,Aimee Garcia Tyrone Giordano James Read Nigel Cole Comedy Drama Romance
he got game,Drama Sport,Spike Lee,Denzel Washington,Milla Jovovich,Rosario Dawson,Denzel Washington Milla Jovovich Rosario Dawson Spike Lee Drama Sport
don juan demarco,Comedy Drama Romance,Jeremy Leven,Johnny Depp,Marlon Brando,Faye Dunaway,Johnny Depp Marlon Brando Faye Dunaway Jeremy Leven Comedy Drama Romance
shaun the sheep,Animation Comedy Family,unknown,Justin Fletcher,John Sparkes,Kate Harbour,Justin Fletcher John Sparkes Kate Harbour unknown Animation Comedy Family
dear john,Drama Romance War,Lasse Hallström,Channing Tatum,Henry Thomas,Scott Porter,Channing Tatum Henry Thomas Scott Porter Lasse Hallström Drama Romance War
the losers,Action Crime Drama Mystery Thriller,Sylvain White,Chris Evans,Jason Patric,Óscar Jaenada,Chris Evans Jason Patric Óscar Jaenada Sylvain White Action Crime Drama Mystery Thriller
don't be afraid of the dark,Fantasy Horror Thriller,Troy Nixey,Bailee Madison,Alan Dale,Jack Thompson,Bailee Madison Alan Dale Jack Thompson Troy Nixey Fantasy Horror Thriller
war,Action Crime Thriller,Philip G. Atwell,Jason Statham,Jet Li,Nadine Velazquez,Jason Statham Jet Li Nadine Velazquez Philip G. Atwell Action Crime Thriller
punch-drunk love,Comedy Drama Romance Thriller,Paul Thomas Anderson,Adam Sandler,Emily Watson,Don McManus,Adam Sandler Emily Watson Don McManus Paul Thomas Anderson Comedy Drama Romance Thriller
eurotrip,Comedy,Jeff Schaffer,Matt Damon,Scott Mechlowicz,Jacob Pitts,Matt Damon Scott Mechlowicz Jacob Pitts Jeff Schaffer Comedy
half past dead,Action Crime Thriller,Don Michael Paul,Claudia Christian,Nia Peeples,Tony Plana,Claudia Christian Nia Peeples Tony Plana Don Michael Paul Action Crime Thriller
unaccompanied minors,Adventure Comedy Family Romance,Paul Feig,Tyler James Williams,Rob Riggle,B.J. Novak,Tyler James Williams Rob Riggle B.J. Novak Paul Feig Adventure Comedy Family Romance
"bright lights, big city",Drama,James Bridges,Dianne Wiest,Phoebe Cates,Swoosie Kurtz,Dianne Wiest Phoebe Cates Swoosie Kurtz James Bridges Drama
the adventures of pinocchio,Adventure Family Fantasy Musical,Steve Barron,Martin Landau,Udo Kier,Bebe Neuwirth,Martin Landau Udo Kier Bebe Neuwirth Steve Barron Adventure Family Fantasy Musical
